key	text	tooltip
derpy_chd_ex_hef_dem_hunger_rom_wine_primary	The vineyards of Ellyrion came in thin this year, which is a matter of some delicacy, and Lothern is buying quietly. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_wine_secondary	Sacrifice 90 Wine in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_wine_title	The Court Insists: Wine	false
derpy_chd_ex_hef_dem_wrath_rom_wine_primary	The vineyards of Ellyrion came in thin this year, which is a matter of some delicacy, and Lothern is buying quietly. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_wine_secondary	Sacrifice 180 Wine in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_spices_title	The Court's Request: Spices	false
derpy_chd_ex_hef_dem_tithe_spices_primary	Lothern's kitchens have priced the season and decided that what you are holding is fashionable. Fashion in Ulthuan is not a short thing. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_spices_secondary	Sacrifice 30 Spices in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_spices_title	A Matter of Duty: Spices	false
derpy_chd_ex_hef_dem_hunger_spices_primary	Lothern's kitchens have priced the season and decided that what you are holding is fashionable. Fashion in Ulthuan is not a short thing. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_spices_secondary	Sacrifice 90 Spices in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_spices_title	The Court Insists: Spices	false
derpy_chd_ex_hef_dem_wrath_spices_primary	Lothern's kitchens have priced the season and decided that what you are holding is fashionable. Fashion in Ulthuan is not a short thing. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_spices_secondary	Sacrifice 180 Spices in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_trinkets_title	The Court's Request: Elven Trinkets	false
derpy_chd_ex_hef_dem_tithe_trinkets_primary	Every trinket in the Old World came out of Ulthuan and every one was sold, once, at a fair price. The Gate is not sentimental about them. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_trinkets_secondary	Sacrifice 30 Elven Trinkets in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_trinkets_title	A Matter of Duty: Elven Trinkets	false
derpy_chd_ex_hef_dem_hunger_trinkets_primary	Every trinket in the Old World came out of Ulthuan and every one was sold, once, at a fair price. The Gate is not sentimental about them. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_trinkets_secondary	Sacrifice 90 Elven Trinkets in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_trinkets_title	The Court Insists: Elven Trinkets	false
derpy_chd_ex_hef_dem_wrath_trinkets_primary	Every trinket in the Old World came out of Ulthuan and every one was sold, once, at a fair price. The Gate is not sentimental about them. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_trinkets_secondary	Sacrifice 180 Elven Trinkets in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_paid_title	The Tribute Rendered	false
derpy_chd_ex_hef_dem_paid_primary	The consignment reached the Gate under seal and was accepted without a word of query, which is how the Court says thank you.	false
derpy_chd_ex_hef_dem_paid_secondary	The Court is satisfied, and your name is spoken well of for a season.	false
derpy_chd_ex_hef_dem_wrath_title	The Request Unmet	false
derpy_chd_ex_hef_dem_wrath_primary	Nothing was tendered by the day named. The clerk of the Gate closed the entry, and the entry was read at the next audience.	false
derpy_chd_ex_hef_dem_wrath_secondary	The Court adjusts its regard. It does not raise its voice.	false
derpy_chd_ex_skv_dem_tithe_animals_title	The Council's Tithe: Exotic Animals	false
derpy_chd_ex_skv_dem_tithe_animals_primary	Clan Moulder has been shown your menagerie and has not stopped talking about it. The Council would prefer this ended quietly. The Council wants 30, and wants them today. A small thing. The Council asks small things of everyone, and writes down who refused.	false
derpy_chd_ex_skv_dem_tithe_animals_secondary	Sacrifice 30 Exotic Animals in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_hunger_animals_title	The Council is Hungry: Exotic Animals	false
derpy_chd_ex_skv_dem_hunger_animals_primary	Clan Moulder has been shown your menagerie and has not stopped talking about it. The Council would prefer this ended quietly. The Council wants 90, and wants them today. This is more than the Council usually takes. It has not been phrased as a question.	false
derpy_chd_ex_skv_dem_hunger_animals_secondary	Sacrifice 90 Exotic Animals in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_wrath_animals_title	The Thirteenth Demand: Exotic Animals	false
derpy_chd_ex_skv_dem_wrath_animals_primary	Clan Moulder has been shown your menagerie and has not stopped talking about it. The Council would prefer this ended quietly. The Council wants 180, and wants them today. This is no tithe. The Grey Seers have seen the hoard, and the hoard is already spoken for.	false
derpy_chd_ex_skv_dem_wrath_animals_secondary	Sacrifice 180 Exotic Animals in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_tithe_dyes_title	The Council's Tithe: Dyes	false
derpy_chd_ex_skv_dem_tithe_dyes_primary	Seer-robes are dyed by a process nobody has survived describing. The dye itself is ordinary, and yours is closer. The Council wants 30, and wants them today. A small thing. The Council asks small things of everyone, and writes down who refused.	false
derpy_chd_ex_skv_dem_tithe_dyes_secondary	Sacrifice 30 Dyes in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_hunger_dyes_title	The Council is Hungry: Dyes	false
derpy_chd_ex_skv_dem_hunger_dyes_primary	Seer-robes are dyed by a process nobody has survived describing. The dye itself is ordinary, and yours is closer. The Council wants 90, and wants them today. This is more than the Council usually takes. It has not been phrased as a question.	false
derpy_chd_ex_skv_dem_hunger_dyes_secondary	Sacrifice 90 Dyes in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_wrath_dyes_title	The Thirteenth Demand: Dyes	false
derpy_chd_ex_skv_dem_wrath_dyes_primary	Seer-robes are dyed by a process nobody has survived describing. The dye itself is ordinary, and yours is closer. The Council wants 180, and wants them today. This is no tithe. The Grey Seers have seen the hoard, and the hoard is already spoken for.	false
derpy_chd_ex_skv_dem_wrath_dyes_secondary	Sacrifice 180 Dyes in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_tithe_gems_title	The Council's Tithe: Gemstones	false
derpy_chd_ex_skv_dem_tithe_gems_primary	Gems are not warp-tokens, which makes them harder to trace, which makes them precisely what a Grey Seer prefers to be paid in. The Council wants 30, and wants them today. A small thing. The Council asks small things of everyone, and writes down who refused.	false
derpy_chd_ex_skv_dem_tithe_gems_secondary	Sacrifice 30 Gemstones in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_hunger_gems_title	The Council is Hungry: Gemstones	false
derpy_chd_ex_skv_dem_hunger_gems_primary	Gems are not warp-tokens, which makes them harder to trace, which makes them precisely what a Grey Seer prefers to be paid in. The Council wants 90, and wants them today. This is more than the Council usually takes. It has not been phrased as a question.	false
derpy_chd_ex_skv_dem_hunger_gems_secondary	Sacrifice 90 Gemstones in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_wrath_gems_title	The Thirteenth Demand: Gemstones	false
derpy_chd_ex_skv_dem_wrath_gems_primary	Gems are not warp-tokens, which makes them harder to trace, which makes them precisely what a Grey Seer prefers to be paid in. The Council wants 180, and wants them today. This is no tithe. The Grey Seers have seen the hoard, and the hoard is already spoken for.	false
derpy_chd_ex_skv_dem_wrath_gems_secondary	Sacrifice 180 Gemstones in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_tithe_gold_idols_title	The Council's Tithe: Golden Idols	false
derpy_chd_ex_skv_dem_tithe_gold_idols_primary	Gold idols melt into gold and gold buys clanrats. The Council has done this arithmetic and would like you to do it too. The Council wants 30, and wants them today. A small thing. The Council asks small things of everyone, and writes down who refused.	false
derpy_chd_ex_skv_dem_tithe_gold_idols_secondary	Sacrifice 30 Golden Idols in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_hunger_gold_idols_title	The Council is Hungry: Golden Idols	false
derpy_chd_ex_skv_dem_hunger_gold_idols_primary	Gold idols melt into gold and gold buys clanrats. The Council has done this arithmetic and would like you to do it too. The Council wants 90, and wants them today. This is more than the Council usually takes. It has not been phrased as a question.	false
derpy_chd_ex_skv_dem_hunger_gold_idols_secondary	Sacrifice 90 Golden Idols in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_wrath_gold_idols_title	The Thirteenth Demand: Golden Idols	false
derpy_chd_ex_skv_dem_wrath_gold_idols_primary	Gold idols melt into gold and gold buys clanrats. The Council has done this arithmetic and would like you to do it too. The Council wants 180, and wants them today. This is no tithe. The Grey Seers have seen the hoard, and the hoard is already spoken for.	false
derpy_chd_ex_skv_dem_wrath_gold_idols_secondary	Sacrifice 180 Golden Idols in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_tithe_ivory_title	The Council's Tithe: Tusks	false
derpy_chd_ex_skv_dem_tithe_ivory_primary	Bone and tusk feed the flesh-vats, and Clan Moulder has been petitioning the Council in writing, which is unlike them. The Council wants 30, and wants them today. A small thing. The Council asks small things of everyone, and writes down who refused.	false
derpy_chd_ex_skv_dem_tithe_ivory_secondary	Sacrifice 30 Tusks in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_hunger_ivory_title	The Council is Hungry: Tusks	false
derpy_chd_ex_skv_dem_hunger_ivory_primary	Bone and tusk feed the flesh-vats, and Clan Moulder has been petitioning the Council in writing, which is unlike them. The Council wants 90, and wants them today. This is more than the Council usually takes. It has not been phrased as a question.	false
derpy_chd_ex_skv_dem_hunger_ivory_secondary	Sacrifice 90 Tusks in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_wrath_ivory_title	The Thirteenth Demand: Tusks	false
derpy_chd_ex_skv_dem_wrath_ivory_primary	Bone and tusk feed the flesh-vats, and Clan Moulder has been petitioning the Council in writing, which is unlike them. The Council wants 180, and wants them today. This is no tithe. The Grey Seers have seen the hoard, and the hoard is already spoken for.	false
derpy_chd_ex_skv_dem_wrath_ivory_secondary	Sacrifice 180 Tusks in the Under-Market within 3 turns, or answer for it.	false
derpy_chd_ex_skv_dem_tithe_medicine_title	The Council's Tithe: Medicinal Plants	false
derpy_chd_ex_skv_dem_tithe_medicine_primary	Plague is Clan Pestilens' business and cure is nobody's, so the Council wants your medicine for reasons it declines to state. The Council wants 30, and wants them today. A small thing. The Council asks small things of everyone, and writes down who refused.	false
